keyword,board_name,title,body,url,ad_score,side_score,failure_score,noise_score,final_score,reason
사기 당함,광주캠 자유게시판,에타에서 사기당함,"25/07/03 12:08
계절학기 책 좀 싸게 사려고 했는데
택배거래 한다고 해놓고 책은 안 보내줌
이틀돼서 수업 끝나고 경찰서 간다;;
안 그래도 피곤한데 ㅅㅂ 짜증난다",https://everytime.kr/375208/v/384544258,0,0,6,0,6,실패 표현은 있으나 부업성 약함
사기 당함,비밀게시판,에타 만남 사기 당함,"24/12/23 22:54
여기에 나랑 만날 사람 쪽지 주라고 해서 정말로 누가 쪽지 보내더라?
그래서 오늘 정말 만나자고 했음
9시에 수완지구에서 보자고 했어
난 기숙사에서 열심히 버스 타고 거기까지 갔지?
자기 인상착의에 나 어디쯤 왔냐고 물어보기까지 해서 이건 진짜 되겠다 싶었어
9시에 내가 더 먼저 왔어 좀만 더 기다리래
그 이후 소식이 끊겼어 아예 읽지를 않아
난 무려 45분까지 기다렸지
그 겨울에 사람들 지나가는데 홀로 서 있는 사람을 어떻게 보겠어
방금 돌아와서 글 쓴다
날 또 실망시키게 하다니
이 어리석은 놈! (나)
원래도 이런 수법 있는 거임?
그 사람은 나랑 쪽지로 대화하면서 어떻게 생각했을까
스스로가 부끄럽다
여자 하나 만나겠다고 3시간을 낭비하다니
(삭제)
삭제된 댓글입니다.",https://everytime.kr/375181/v/364072695,0,0,11,0,11,실패 표현은 있으나 부업성 약함
사기 당함,광주캠 자유게시판,다 필요없고 그냥 자체적으로 소멸하게 냅두자..,"24/11/12 23:16
애당초 취업부스 개박살 낸 것부터 자기 앞길 똥 뿌리는 건데 뭐…남는 건 자기들끼리 여대 지키다 소멸당함 이거 말고 없지 뭐가 남겠나.
학교 재단이나 사기업이나 구조상 다를 바가 없는데, 돈이 땅파면 터져나오는 것도 아니고 인구 감소 시대에 살아남을 대책을 마련해야하는 건 필연적이지 않나, 안 그러면 등록금 5배는 내야할텐데 그건 또 못하잖아.
사기업이 여대에 흐린눈 하는 건 3학년만 되어도 자명하게 알고 있을테고 취업 부스까지 박살낸거면 나라도 안 뽑겠다. 취업하면 회사 재정이나 경기침체, 내부 사정 등 다양한 이유로 보직 이동 , 해고 그리고 부서 이전이 비일비재 할텐데 뽑아놓으면 그때가서 똑같이 저렇게 시위할까봐 흐린눈은 짙어질듯. 취업부스는 늘 회사마다 고위직 몇 분 상황보러 오시던데 참;;",https://everytime.kr/375208/v/359819893,0,0,5,1,4,실패 표현은 있으나 부업성 약함
사기 당함,광주캠 자유게시판,본인 추석 일과 ㅁㅌㅊ?,"24/09/04 02:15
추석 연휴 시작 전인 목요일 수업 끝나고 바로 버스타고 본가로 내려가는 걸로 추석 일과가 시작임.
본가 내려가자마자 씼고 자면, 다음날 오전 6시 30분에 일어나서 샤워랑 밥똥 조지고 바로 7시 경에 아버지 일 도우러 시장으로 출근.
8시까지 물건 팔 것들 세팅이 완료되면 그때부터 손님 받는데 추석이라 사람이 겁나게 많음.
9시 쯤되면 시장 내에서 사람 움직이는 게 슬슬 마비되기 시작하고, 그렇게 손님들이 우측통행만 하다보면 어느새 우리 가게 앞으로 와서 물건을 사기 시작함.
이때 계산기 쓸 틈도 없이 물건 이것저것 달라고 해서 0.3초 내로 암산 끝내면서 빨리 물건을 빼야됨.
그러면 또 물건을 풀어야 되고, 그 동안은 내가 물건을 가져가거나 아니면 아버지가 물건 가지러 가는 사이에 나 혼자서 손님 10명 이상을 커버해야됨.
그러다보면 어느새 시간은 12시가 되는데, 중간에 봐주러 고모나 다른 친척들이 맡아주는 게 아닌 이상 밥은 못먹음. 심지어 밥을 먹어도 교대로 식사를 해야해서 10분 컷은 해야됨.
대충 그렇게 또 일하고 일하면 어느새 시간은 19시 30분이 됨.
이때부터 마감할 준비를 하는데, 그 사이에도 또 손님들이 몰리는 타이밍이 있어서 물건은 최대한 진열해둔 상태서 마감을 준비해야됨.
그렇게 남은 물건들 다 떨어내고 정리하면 20시 30분에 끝이나고, 그렇게 제대로 앉지도 못한 채 또 운전을 해서 집에 도착하고 샤워한 뒤 안마의자에 있으면 바로 기절함.
눈을 뜨면 또 다시 시간은 6시 30분..
이 패턴을 금요일부터 월요일까지 반복해야 됨.
화요일 추석 당일에는 5시에 기상한 다음에 전 재료들 사놨던 것들 까서 내가 계란물 간 맞추고, 동태 소금뿌려서 해동시키고, 두부 잘라서 굽고, 새우 껍질까서 튀기는 것까지 해야됨. (이건 어머니가 당일 출근이시라 전을 못부치는 상황이라 내가 해야되긴 함. 근데 이런 상황이 아니더라도 전부치는 건 원래 내가 담당함.)
그렇게 전을 부치면 대략 시간이 8시 쯤을 향하고, 8시에 할머니 집으로 가서 가족들끼리 밥을 먹다가 11시 쯤에 아버지가 시장가서 남은 물건을 마저 팔려고 가시면 또 가서 17시까지 물건을 팔아야 됨.
18시에 가게 정리하면 수요일부터 금요일까지는 아버지는 가게 문 닫고 쉬러가심. 근데 나는 수요일에 다시 기숙사로 돌아와서 목요일에 수업 들으러 가야됨.
그래도 아버지가 하루 일당 20만원으로 쳐주셔서 목돈으로 주시긴 하지만 그래도 남들에 비해서 굉장히 빡센 것 같긴 한데 진지하게 ㅁㅌㅊ냐
(삭제)
삭제된 댓글입니다.",https://everytime.kr/375208/v/353385100,0,0,7,0,7,실패 표현은 있으나 부업성 약함
사기 당함,광주캠 자유게시판,중고거래 사기 잘 아는사람?,"23/11/10 16:24
7만원 짜리라 설마 사기치겠어 싶어서
계좌만 더치트 확인하고 보냈는데 사기당함;
이거 내가 경찰에 신고하고 상대가 나중에 연락와서
합의하거나 돈 보내준다고 했을때 내가 싫다고 하면
어떻게 되는거임?
재판 받고 법적 처벌 받는건가?
소액이라 재판까지 안가나?",https://everytime.kr/375208/v/321899475,0,0,5,0,5,실패 표현은 있으나 부업성 약함
사기 당함,광주캠 자유게시판,나 4000원 사기당함,"23/01/16 19:45
위로 좀 해줘...족보ㅠㅠ4000원.... 나 알바로 근근이 살아가는데 4000원도 아까운데 그 사기꾼이 너무 괘씸해서 분하다.... 휴.... 아메리카노 1500원도 진짜 고민해서 사먹는데....4000원 별거 아니라지만....진짜 속상하다.....ㅠㅜㅜㅠㅜㅠ",https://everytime.kr/375208/v/283261115,0,0,9,2,7,실패 표현은 있으나 부업성 약함
사기 당함,광주캠 자유게시판,학교한테 사기당함,"22/06/13 18:32
1생 석식 4500원인데 왜 4000원이라고 함??
(알수없음)",https://everytime.kr/375208/v/256005009,0,0,9,0,9,실패 표현은 있으나 부업성 약함
사기 당함,시사·이슈,중립기어 박고 누가 나은지 보면 그래도 이재명임.,"(알수없음)
21/11/11 20:17
억까 개많고 언론에 저렇게 미움받을 수 있나 싶음 ㅋㅋ.
이재명 말실수했다는 기사 보면 가짜뉴스 아닌적을 못봄.
안철수 초보운전(윤석열)vs음주운전(이재명)에서 음주운전이 낫다가 이재명 발언이 되고
조폭뉴스 국힘이 10억줄테니 발언하라 한걸로 본인이 밝혔는데 이재명 여전히 조폭되어 있고 국힘은 수사안당함.
이재명 성남시장 시절 누구나 시장실 들어와서 장난치고 책상위에 발올린 사람 많고 심지어 유명 개그인도 있는데
일반인만 조폭된것도 웃김.
도덕성과 과거행보 보면 솔직히 딱 평범한 인간임.
억까들이 주장하는 형보수지는 적당히 패륜아랑 옆에 옹호하는 부인에 욕박는 형보수지 잘했다고 생각함.
이걸로 까는 놈들은 진짜 저능아 같고
음주운전은 잘못했음. 맨날 머리박는데 더 박아야 함.
검찰사칭도 PD 증언으로 유죄받았다고 억울해하는데 이건 내가 볼때 항소 안한거 보면 변명같음.
근데 변호사 이후 공직자로서는 문제 없다고 봄.
대장동은 검찰이 1달간 열심히 팠는데 안나오고 남욱처럼 이재명 관련 없다고 말하는 내부인사 발언은 증거가 없거나 조사 더해보겠다고 풀려나는거 보면 아닌거같음. 유동규는 1달 반동안 구치소 안이던데 다른 돈받은 애들은 왜 안잡히는지 오히려 의문임.
윤석열 도덕성과 과거행보 보면 이제는 왜 무엇을 잘못했는지도 모르는 저능아임.
그 간 막말과 개사과, 부인과 장모, 본인 과거 이력들 보면 걍 왜 구속 안되는지 모르겠음.
개검이 맞긴 한듯 옵티머스, 부산은행, 대장동, 판사 사찰 모두 문건과 내부인사의 증언과 서류도 조작 아닌걸로 밝혀졌는데도 구속 안됨.
그리고 정책 측면 보면 솔직히 이재명 < 윤석열임.
일단 윤석열은 성정책에서 평등함. 이재명은 최근 남성 역차별 고려하겠다 말은 했지만 내가보기엔 정책은 여전히 페미임.
경제 정책은 윤석열 정책도 대깨고 이재명도 대깨임. 공공주택같은 정책은 이명박때부터 매정권 있어서 이해는 하는데
기본 소득은 리스크가 아직 많음. 난 반대임. 물론 점점 산업구조가 바뀌면서 일자리가 줄고 코로나로 소비도 줄고 다른 나라처럼 월단위로 해서 실패한것도 아니고 연이어서 근로의욕에 문제점이 없다는 점에서 차이가 있어 해결책이 될 수 있다는 점은 동의하지만 난 아직 시행도 안해본 실험 단계라 봐서 반대임. 윤석열의 부동산 규제 완화는 단기적으로 부동산 가격 감소지만 장기적으론 여전히 올라갈거임. 노동시간 제한해제는 걍 멍청한 소리임. 120시간 바짝일하고 그 뒤로 쉰다는 그 예시는 개발자들은 다 알거임. 그거 대기업에서나 가능하지 중소기업 특히 SI업체는 걍 노동착취당하는 노예 되는거임. 그리고 자영업자한테 코로나 보상금 똑같이 50조로 왜 챙겨주냐 ㅋㅋㅋ 내로남불 오지네
과학 부문 투자는 이재명은 AI와 신재생 에너지 산업 위주고 윤석열은 아무생각없어서 걍 넘어감.
정권 교체 측면임. 이건 솔직히 찬성임. 문재인정권 X같음. 더민주 180석으로 대체 4년간 뭘했는지 모르겠음.
잘한것도 있지만 부동산 말아먹고 페미는 기 살려주고 ㄹㅇ 대가리 깨졌음.
그런데 이 정권 교체 측면에서 국힘 힘실어주는건 반대임.
일단 박근혜, 이명박 사면시키는건 도둑질하고 사기친 놈들 깜빵보낸게 왜 사면해야 하는지 모르겠음.
할거면 저기 다른 사기범들도 다 사면시키지 왜 두놈만 사면시키냐 ㅋㅋㅋㅋ
그리고 국힘 의원들 정신머리와 막말때문에 저번 대선때 더민주 180 줘서 혼내준건데
아직 안고쳐짐. 이건 너무 길어지고 다아는거니 말 더 안하겠음.
전체적으로 봤을때 중립기어 박고 난 잘잘못 다깟음. 근데 국힘 힘실어주는거는 반대임.
차라리 제1야당 페미도 아니고 썩지도 않은데 만들면 난 이재명 지지 철회하고 거기 지지함.
아직 없어서 아쉬운거지. 지금 정권 대안으로 국힘을 뽑지는 않을 거임.",https://everytime.kr/482730/v/217888030,0,1,21,1,21,실패 표현은 있으나 부업성 약함
사기 당함,광주캠 자유게시판,천원밥상 식단 보고 갔는데 사기당함..,"21/03/18 09:19
퀄은 당연히 기대 안했는데 메뉴가 아예 다르잖아여..
나 순두부찌개 좋아해서 갔단 말이야..
김자반도 있었는데 내가 안받아옴
(알수없음)",https://everytime.kr/375208/v/177071760,0,0,7,0,7,실패 표현은 있으나 부업성 약함
사기 당함,광주캠 자유게시판,와.. 오랫동안 활동하던,"(알수없음)
19/09/20 21:32
카페에서 사기당함.. 게시글이나 댓글
활동도 많은 사람이고 예금주랑 본인 이름도
같고 하길래 믿고 상품권 거래했는데 갑자기
연락도 안되고 게시글 지워짐 아예 카페탈퇴
한 것 같은데 나이는 20대 초반이나 되지않을
까 싶어 ㅋㅋㅋㅋㅋ 5만원에 저러고 싶을까
(알수없음)",https://everytime.kr/375208/v/89068547,0,0,7,1,6,실패 표현은 있으나 부업성 약함
사기 당함,광주캠 자유게시판,문과 학점이 중요한 이유,"(알수없음)
19/04/21 03:02
사기업 사무직 : 스펙없으면 못들어감
영업,영관직 : 학점 = 성실성의 척도
대학원 : 학점 = 합격여부 결정
로스쿨 :3점대로 못비빔
인턴 : 학점+어학+자격증으로 뽑음
본인이 전문자격증 도전,공기업,공무원 생각하는거 아니면
학점안중요하다는 애들말 믿지말고 열공하세요.
3.5만 넘기면 된다는 애들 원서광탈, 면접에서 학점공격 많이들 당함
(알수없음)",https://everytime.kr/375208/v/73279560,0,0,5,0,5,실패 표현은 있으나 부업성 약함
사기 당함,광주캠 자유게시판,전남대 훌리들 제발 그만좀...,"19/04/07 02:24
전남대 좋은 대학교인거 알겠는데 솔직히 훌리짓하면서 거들먹거릴정돈 아니라고 봄;; 그놈의 한전 전기공학과 이러는데 인서울 건동홍 이상 대학들이랑 비교하면 우리 사기업 포함해서 취업률 압살당함....
서울에 있는 대학교 나온 사람은 서울 광주 둘다 직장갖고 잘 살 수 있지만 광주 전남대 나온 사람들은 서울에서 직장갖고 살기는 진짜 어마어마한 스팩없이는 상경불가임...
그러니 입결거리면서 훌리짓 좀 안하길... 오히려 그럴수록 우리학교 격만 깎음",https://everytime.kr/375208/v/71563330,0,0,5,0,5,실패 표현은 있으나 부업성 약함
사기 당함,광주캠 자유게시판,백도 인쇄실 컬러 사기 당함,"18/10/10 10:03
오른쪽 인쇄기에서 컬러로 뽑앗는데
900원 가져가더니 흑백 나옴
아 뽝췸
(알수없음)",https://everytime.kr/375208/v/54376571,0,0,13,0,13,실패 표현은 있으나 부업성 약함
